"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"1771742","CarSale",38.67,-121.15,95630,"1HGCR2F74FA207904","HOND","ACCORD EX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771743","CarSale",38.67,-121.15,95630,"1HGCR2F81FA145564","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771744","CarSale",38.67,-121.15,95630,"1HGCR2F83FA136994","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771745","CarSale",38.67,-121.15,95630,"1HGCR2F84FA155327","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201507,"New",1,2,95630,1,NA
"1771746","CarSale",38.67,-121.15,95630,"1HGCR3F84FA027496","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201507,"New",1,2,95630,1,NA
"1771747","CarSale",38.67,-121.15,95630,"1HGCR3F86FA025927","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771748","CarSale",38.67,-121.15,95630,"1HGCR3F89FA030278","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771749","CarSale",38.67,-121.15,95630,"1HGCR6F58FA013107","HOND","ACCORD HYBR","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771750","CarSale",38.67,-121.15,95630,"1HGCR6F70FA013068","HOND","ACCORD HYBR","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771751","CarSale",38.67,-121.15,95630,"1HGCT1B35FA014658","HOND","ACCORD LX-S","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201507,"New",1,2,95630,1,NA
"1771752","CarSale",38.67,-121.15,95630,"3HGGK5H85FM786515","HOND","FIT EX-L","5D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771753","CarSale",38.67,-121.15,95630,"2HKRM4H71FH672357","HOND","CR-V EX-L","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771754","CarSale",38.67,-121.15,95630,"2HKRM4H7XFH664547","HOND","CR-V EX-L","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771755","CarSale",38.67,-121.15,95630,"3CZRM3H32FG704596","HOND","CR-V LX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201507,"New",1,2,95630,1,NA
"1771756","CarSale",38.67,-121.15,95630,"3CZRM3H39FG709004","HOND","CR-V LX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771757","CarSale",38.67,-121.15,95630,"3CZRU5H54GM708066","HOND","HR-V EX","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771758","CarSale",38.67,-121.15,95630,"3CZRU6H73GM705053","HOND","HR-V EXL","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771759","CarSale",38.67,-121.15,95630,"5FNRL5H60FB107516","HOND","ODYSSEY EXL","VN",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201507,"New",1,2,95630,1,NA
"1771760","CarSale",38.67,-121.15,95630,"5FNRL5H63FB100270","HOND","ODYSSEY EXL","VN",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771761","CarSale",38.67,-121.15,95630,"5FNYF3H38FB035011","HOND","PILOT SE","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771762","CarSale",38.67,-121.15,95630,"5FNYF4H74FB078155","HOND","PILOT EXLN","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771763","CarSale",38.67,-121.15,95630,"5FNYF5H81GB005387","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771764","CarSale",38.67,-121.15,95630,"5J6RM4H36FL020918","HOND","CR-V LX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1771765","CarSale",38.67,-121.15,95630,"5J6RM4H5XFL091508","HOND","CR-V EX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201507,"New",1,2,95630,1,NA
"1771766","CarSale",38.67,-121.15,95630,"5J6RM4H93FL073242","HOND","CR-V TOUR","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"New",1,2,95630,1,NA
"1772011","CarSale",38.67,-121.15,95630,"1HGCT2B87EA004567","HOND","ACCORD EX-L","CP",2014,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201507,"Used",2,2,95630,1,NA
"1772034","CarSale",38.67,-121.15,95630,"1GKEV33D39J154527","GMC","ACADIA","UT",2009,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"Used",2,2,95630,1,NA
"1772035","CarSale",38.67,-121.15,95630,"2HGFB2F50DH516882","HOND","CIVIC LX","4D",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"Used",2,2,95630,1,NA
"1772036","CarSale",38.67,-121.15,95630,"5J6RM4H37EL059533","HOND","CR-V LX","UT",2014,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"Used",2,2,95630,1,NA
"1772037","CarSale",38.67,-121.15,95630,"KNAFU4A2XC5607906","KIA","FORTE EX","4D",2012,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201507,"Used",2,2,95630,1,NA
"1772282","CarSale",38.67,-121.15,95630,"19XFB2F74FE272202","HOND","CIVIC SE","CP",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772283","CarSale",38.67,-121.15,95630,"1HGCR2F31FA231722","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772284","CarSale",38.67,-121.15,95630,"1HGCR2F34FA225591","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772285","CarSale",38.67,-121.15,95630,"1HGCR2F37FA158338","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772286","CarSale",38.67,-121.15,95630,"1HGCR3F85FA022923","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772287","CarSale",38.67,-121.15,95630,"1HGCR3F8XFA008595","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772288","CarSale",38.67,-121.15,95630,"3HGGK5H57GM700869","HOND","FIT LX","5D",2016,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772289","CarSale",38.67,-121.15,95630,"2HKRM4H56FH671624","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772290","CarSale",38.67,-121.15,95630,"19XFB2F51FE260538","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772291","CarSale",38.67,-121.15,95630,"19XFB2F52FE274769","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772292","CarSale",38.67,-121.15,95630,"19XFB2F58FE273920","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772293","CarSale",38.67,-121.15,95630,"19XFB2F80FE265742","HOND","CIVIC EX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772294","CarSale",38.67,-121.15,95630,"19XFB2F90FE259285","HOND","CIVIC EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772295","CarSale",38.67,-121.15,95630,"1HGCR2E59FA249162","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772296","CarSale",38.67,-121.15,95630,"1HGCR2F30FA216418","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772297","CarSale",38.67,-121.15,95630,"1HGCR2F31FA200180","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772298","CarSale",38.67,-121.15,95630,"1HGCR2F57FA138818","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772299","CarSale",38.67,-121.15,95630,"1HGCR2F5XFA241294","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772300","CarSale",38.67,-121.15,95630,"1HGCR2F72FA157729","HOND","ACCORD EX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772301","CarSale",38.67,-121.15,95630,"1HGCR2F87FA150803","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772302","CarSale",38.67,-121.15,95630,"1HGCR3F82FA034544","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772303","CarSale",38.67,-121.15,95630,"1HGCR3F84FA024856","HOND","ACCORD EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772304","CarSale",38.67,-121.15,95630,"2HGFB2F87FH531988","HOND","CIVIC EX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772305","CarSale",38.67,-121.15,95630,"2HGFG3B58FH524955","HOND","CIVIC LX","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772306","CarSale",38.67,-121.15,95630,"2HGFG4A57FH707142","HOND","CIVIC Si","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201508,"New",1,2,95630,1,NA
"1772307","CarSale",38.67,-121.15,95630,"3HGGK5H56GM700880","HOND","FIT LX","5D",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772308","CarSale",38.67,-121.15,95630,"2HKRM4H59FH682990","HOND","CR-V EX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772309","CarSale",38.67,-121.15,95630,"2HKRM4H73FH673929","HOND","CR-V EX-L","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772310","CarSale",38.67,-121.15,95630,"5FNRL5H69FB033013","HOND","ODYSSEY EXL","VN",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772311","CarSale",38.67,-121.15,95630,"5FNYF6H06GB002291","HOND","PILOT ELITE","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772312","CarSale",38.67,-121.15,95630,"5FNYF6H58GB012350","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772313","CarSale",38.67,-121.15,95630,"5J6RM4H99FL093222","HOND","CR-V TOUR","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"New",1,2,95630,1,NA
"1772505","CarSale",38.67,-121.15,95630,"1HGCP2F47BA063299","HOND","ACCORD LX-P","4D",2011,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"Used",2,2,95630,1,NA
"1772506","CarSale",38.67,-121.15,95630,"1HGCP3F88CA006815","HOND","ACCORD EX 6","4D",2012,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"Used",2,2,95630,1,NA
"1772507","CarSale",38.67,-121.15,95630,"1HGCR2F8XDA004747","HOND","ACCORD EX-L","4D",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"Used",2,2,95630,1,NA
"1772508","CarSale",38.67,-121.15,95630,"2HGFB2F52CH588259","HOND","CIVIC LX","4D",2012,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"Used",2,2,95630,1,NA
"1772509","CarSale",38.67,-121.15,95630,"3CZRM3H35DG704704","HOND","CR-V LX","UT",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"Used",2,2,95630,1,NA
"1772510","CarSale",38.67,-121.15,95630,"1C4NJDCB1ED501888","JEP","COMPASS LTD","UT",2014,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201508,"Used",2,2,95630,1,NA
"1772807","CarSale",38.67,-121.15,95630,"19XFB2F58FE273996","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772808","CarSale",38.67,-121.15,95630,"19XFB2F5XFE272946","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772809","CarSale",38.67,-121.15,95630,"19XFB4F30FE201345","HOND","CIVIC HYBRI","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772810","CarSale",38.67,-121.15,95630,"1HGCR2F34FA163187","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772811","CarSale",38.67,-121.15,95630,"1HGCR2F37FA241378","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772812","CarSale",38.67,-121.15,95630,"1HGCR2F38FA241888","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772813","CarSale",38.67,-121.15,95630,"1HGCR2F39FA274852","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772814","CarSale",38.67,-121.15,95630,"5FNRL5H60FB130584","HOND","ODYSSEY EXL","VN",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772815","CarSale",38.67,-121.15,95630,"5FNRL5H66FB094304","HOND","ODYSSEY EXL","VN",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772816","CarSale",38.67,-121.15,95630,"5FNRL5H98FB102218","HOND","ODYSSEY TOU","VN",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772818","CarSale",38.67,-121.15,95630,"2HGFG3B59FH528108","HOND","CIVIC LX","CP",2015,"ELK GROVE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772819","CarSale",38.67,-121.15,95630,"3CZRU5H5XGM712560","HOND","HR-V EX","UT",2016,"ELK GROVE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772820","CarSale",38.67,-121.15,95630,"19XFB2F50FE276147","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772821","CarSale",38.67,-121.15,95630,"19XFB2F52FE271824","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772822","CarSale",38.67,-121.15,95630,"19XFB2F53FE270729","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772823","CarSale",38.67,-121.15,95630,"19XFB2F75FE282320","HOND","CIVIC SE","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772824","CarSale",38.67,-121.15,95630,"19XFB2F78FE271649","HOND","CIVIC SE","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772825","CarSale",38.67,-121.15,95630,"19XFB2F79FE276374","HOND","CIVIC SE","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772826","CarSale",38.67,-121.15,95630,"19XFB2F85FE255062","HOND","CIVIC EX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772827","CarSale",38.67,-121.15,95630,"19XFB2F90FE201645","HOND","CIVIC EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772828","CarSale",38.67,-121.15,95630,"19XFB2F96FE266449","HOND","CIVIC EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772829","CarSale",38.67,-121.15,95630,"19XFB2F99FE250813","HOND","CIVIC EX-L","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201509,"New",1,2,95630,1,NA
"1772830","CarSale",38.67,-121.15,95630,"1HGCR2F33FA233844","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772831","CarSale",38.67,-121.15,95630,"1HGCR2F34FA184170","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201509,"New",1,2,95630,1,NA
"1772832","CarSale",38.67,-121.15,95630,"1HGCR2F39FA153691","HOND","ACCORD LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772833","CarSale",38.67,-121.15,95630,"1HGCR2F42GA003741","HOND","ACCORD LX","4D",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772834","CarSale",38.67,-121.15,95630,"1HGCR2F51FA237571","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772835","CarSale",38.67,-121.15,95630,"1HGCR2F59FA249872","HOND","ACCORD SPRT","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201509,"New",1,2,95630,1,NA
"1772836","CarSale",38.67,-121.15,95630,"1HGCR2F70GA001402","HOND","ACCORD EX","4D",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772837","CarSale",38.67,-121.15,95630,"1HGCR2F9XGA009783","HOND","ACCORD EX-L","4D",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772838","CarSale",38.67,-121.15,95630,"1HGCR3F98FA032533","HOND","ACCORD TOUR","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772839","CarSale",38.67,-121.15,95630,"1HGCT2B83FA006155","HOND","ACCORD EX-L","CP",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772841","CarSale",38.67,-121.15,95630,"2HKRM4H72FH687532","HOND","CR-V EX-L","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772842","CarSale",38.67,-121.15,95630,"3CZRM3H59FG705178","HOND","CR-V EX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201509,"New",1,2,95630,1,NA
"1772843","CarSale",38.67,-121.15,95630,"3CZRU6H79GM715716","HOND","HR-V EXL","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772844","CarSale",38.67,-121.15,95630,"5FNRL5H48FB107567","HOND","ODYSSEY EX","VN",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772845","CarSale",38.67,-121.15,95630,"5FNRL5H4XFB105383","HOND","ODYSSEY EX","VN",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201509,"New",1,2,95630,1,NA
"1772846","CarSale",38.67,-121.15,95630,"5FNRL5H62GB009606","HOND","ODYSSEY EXL","VN",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772847","CarSale",38.67,-121.15,95630,"5FNYF6H77GB022580","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772848","CarSale",38.67,-121.15,95630,"5J6RM3H50FL022885","HOND","CR-V EX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772849","CarSale",38.67,-121.15,95630,"5J6RM3H99FL012018","HOND","CR-V TOUR","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772850","CarSale",38.67,-121.15,95630,"5J6RM4H75FL096312","HOND","CR-V EX-L","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772851","CarSale",38.67,-121.15,95630,"5J6RM4H93FL114078","HOND","CR-V TOUR","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1772852","CarSale",38.67,-121.15,95630,"5J6RM4H93FL122665","HOND","CR-V TOUR","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"New",1,2,95630,1,NA
"1773122","CarSale",38.67,-121.15,95630,"5FNYF4H95BB032328","HOND","PILOT TOUR","UT",2011,"ELK GROVE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773137","CarSale",38.67,-121.15,95630,"1FADP3F29DL159004","FORD","FOCUS SE","4D",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773138","CarSale",38.67,-121.15,95630,"19XFB2F54CE368759","HOND","CIVIC LX","4D",2012,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773139","CarSale",38.67,-121.15,95630,"1HGCR2F73DA059242","HOND","ACCORD EX","4D",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773140","CarSale",38.67,-121.15,95630,"2HGFB2F95CH576903","HOND","CIVIC EX-L","4D",2012,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773141","CarSale",38.67,-121.15,95630,"5FNYF4H2XFB005327","HOND","PILOT LX","UT",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773142","CarSale",38.67,-121.15,95630,"5J6RM3H75DL040779","HOND","CR-V EX-L","UT",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773143","CarSale",38.67,-121.15,95630,"2HKRM3H73DH504713","HOND","CR-V EX-L","UT",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773144","CarSale",38.67,-121.15,95630,"KNADM5A37D6137531","KIA","RIO5 LX","5D",2013,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773145","CarSale",38.67,-121.15,95630,"4JGBF8GE3AA606035","MERZ","GL550 4M","UT",2010,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201509,"Used",2,2,95630,1,NA
"1773432","CarSale",38.67,-121.15,95630,"19XFB2F5XFE260151","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773433","CarSale",38.67,-121.15,95630,"19XFB2F98FE284192","HOND","CIVIC EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773434","CarSale",38.67,-121.15,95630,"1HGCR2F86FA225281","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"R","CA",201510,"New",1,2,95630,1,NA
"1773435","CarSale",38.67,-121.15,95630,"2HKRM3H53FH555632","HOND","CR-V EX","UT",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773436","CarSale",38.67,-121.15,95630,"3CZRU6H3XGM717794","HOND","HR-V LX","UT",2016,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"R","CA",201510,"New",1,2,95630,1,NA
"1773437","CarSale",38.67,-121.15,95630,"5FNRL5H67FB102927","HOND","ODYSSEY EXL","VN",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773438","CarSale",38.67,-121.15,95630,"5FNRL5H69FB128820","HOND","ODYSSEY EXL","VN",2015,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773439","CarSale",38.67,-121.15,95630,"5FNYF6H12GB027195","HOND","PILOT LX","UT",2016,"AUTONATION HONDA ROSEVILLE","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773442","CarSale",38.67,-121.15,95630,"5FNYF6H09GB019277","HOND","PILOT ELITE","UT",2016,"ELK GROVE HONDA","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773443","CarSale",38.67,-121.15,95630,"19XFB2F52FE287618","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"","CA",201510,"New",1,2,95630,1,NA
"1773444","CarSale",38.67,-121.15,95630,"19XFB2F53FE293668","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201510,"New",1,2,95630,1,NA
"1773445","CarSale",38.67,-121.15,95630,"19XFB2F58FE270841","HOND","CIVIC LX","4D",2015,"FOLSOM LAKE HONDA","FOLSOM",67,"R","CA",201510,"New",1,2,95630,1,NA
